,text
5159,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing. clothing bag apparel bag floor bag web table table telephone baggage baggage internet
5160,@USAirways like they will call me? I'v been trying since yesterday and no one is answering... visit answer message class error communication class network class answer avail support reply
5161,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful. bag web message customer class network class class agent clothing error solution cry"
5162,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice password solution answer message reservation error cry communication support reply chat aid ticket
5163,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone! message ticket web support hang on-line lost address hang solution cry answer class
5164,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable. aid service communication support support service reply service booking clothing error web answer"
5165,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full web_site clothing bag bag web apparel floor table table telephone baggage baggage bag
5166,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50. fee communication support aid service error reply support service message support class network
5167,@USAirways i understand that but i should still be able to view my reservation online.... reservation message bag support hang on-line lost address hang error communication class network
5168,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone? aid service communication customer support support service message error web reply service class"
5169,"@USAirways OK we are on DAY 11 trying to  book a flight for 4.  Ur system STILL says ""due to weather….call back Late Flightr""  #outofbusiness ? web clothing message bag bag reservation telephone baggage apparel floor table table baggage"
5170,@USAirways still ignoring my question. #USAirways consistently providing poor customer service. customer web message answer solution answer clothing agent password reservation ticket seat cry
5171,@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem web clothing support hang on-line lost address hang message customer bag apparel bag
5172,@USAirways been trying for weeks no use message bag error communication class network class support reply aid solution cry answer
5173,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours? bag message web class network class class clothing error solution cry answer communication
5174,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature! message error communication solution answer reservation support reply aid service support booking service
5175,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers. customer web agent support message communication clothing error support reply aid class class
5176,@USAirways why aren't you updating flight status/delays? communication booking support reply aid service support service answer call error service engagement
5177,@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out web support hang on-line lost address hang communication message error support reply aid
5178,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy message class class network class bag avail staff error solution cry answer communication
5179,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online message support bag class network class ticket solution cry answer class fee error
5180,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head bag bag clothing web baggage customer table table telephone baggage apparel floor bag
5181,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable! communication error support reply aid support hang on-line lost address hang message service"
5182,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me web clothing bag bag apparel floor table table telephone baggage baggage web_site customer
5183,@USAirways I've been on hold for 41min. Just trying to change my reservation. reservation web clothing bag apparel bag floor table table telephone baggage baggage message
5184,@USAirways Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service aid support communication service support service service reply booking error service engagement services
5185,@USAirways thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer. customer message solution answer web password reservation cry class network class chat agent
5186,@USAirways it doesn't take 6 days to respond to an already open case! web message customer bag answer answer agent clothing class network class class bag
5187,@USAirways are people going to answer our calls? message answer solution answer class network class password reservation staff cry chat answer
5188,@USAirways I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me. reservation web seat floor clothing message customer bag apparel bag floor answer class
5189,"@USAirways thanks for nothing. Bought two tix through you to Disney and my friend can't go and now I have to eat the 400, plus 600 for new 1 aid web customer communication support support service agent message error reply service service"
5190,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death. message communication class class network class error support reply aid avail solution cry"
5191,"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note. message bag solution cry answer class network class tag password reservation chat error"
5192,@USAirways  I've never been treated this badly answer answer talk talk speak call e-mail address call message support hang on-line
5193,@USAirways  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems. message class network class staff error communication web support support reply aid solution
5194,@USAirways  Three months and my miles haven't been credited.  No one is going to read the email I sent. communication electronic_mail message error support reply aid bag service support booking service answer
5195,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles communication bag message electronic_mail error class class network class support reply aid avail
5196,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail message class bag class network class error communication avail support solution cry answer
5197,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied message solution answer password reservation cry bag class network class chat error class"
5198,"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles message password solution answer reservation cry bag class network class error communication web"
5199,@USAirways  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card message solution answer password class network class web cry reservation bag error communication
5200,"@USAirways  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I message bag solution answer password class network class class cry reservation avail error"
5201,@usairways - It's all automated and no one cares to understand the problem I'm having message error communication support hang on-line lost address hang support reply aid class
5202,"@USAirways charged my card 11 times for one airline ticket, now card is on security hold message communication class network class web staff ticket error clothing support reply aid"
5203,@USAirways not yet. But we will see shortly. support hang on-line lost address hang call shout service call help visit answer
5204,@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else. web clothing customer bag apparel bag floor answer agent table table telephone baggage
5205,@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update?? message solution answer password reservation cry ticket communication class network class chat error
5206,@USAirways really???  NOT ONE OF THEM CAN BOOK DIVIDEND MILES TRAVEL - Literally on hold now since 9:50pm - it's 11:30pm #NoExcuses error message communication support reply aid clothing ticket service support booking service answer
5207,"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed web_site clothing bag bag web apparel floor table table telephone baggage baggage earphone"
5208,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person, class aid service communication support message network class support service error reply support"
5209,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues! floor web clothing customer bag apparel bag agent table table telephone baggage baggage
5210,"@USAirways - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account. class message network class bag solution answer password cry reservation class support fee"
5211,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum aid service communication support support service message service reply error bag service engagement"
5212,"@USAirways Well, that's a problem considering I need to book a flight tonight for this weekend... is there anything you can do? message communication error support reply aid class network class booking bag class solution"
5213,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++ message communication error support reply aid ticket service support booking service answer call
5214,"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv. class message web error network class communication bag customer support reply aid solution"
5215,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being. aid message communication service support bag support service error reply service class network
5216,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH message web communication solution answer error customer support reply aid class network class
5217,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this. error communication support reply aid service support booking service answer call service engagement
5218,@USAirways no i use to skyscanner and travel agency and i called u . You said you should call travel agency but error communication support reply aid message service support booking service answer call service
5219,@USAirways well I thought they had hours ago but just found out that no I do not have a seat web support hang on-line lost address hang message bag class network class call
5220,"@USAirways yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing! message solution answer reservation password bag cry class network class chat error class"
5221,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO reservation web clothing message solution answer bag seat apparel bag floor table table
5222,@USAirways I've been on hold for over an hour.  Not doing so well in the customer service department.  #weak aid customer service communication support support service error reply service web clothing message
5223,@USAirways - 53 minutes on hold for a reservation? reservation bag clothing message error communication bag apparel bag floor support reply aid
5224,@USAirways @joyadventuremom there are breastfeeding momma's watching this story all over the country! Better work on a faster response :) message web class network class customer staff bag class agent solution cry answer
5225,@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today communication support aid engagement reply error service services service support service booking answer
5226,@usairways I've been on hold for over an hour only b/c my CC miles aren't showing up. What a mediocre combo of cc &amp; airline #SwitchingBoth staff bag class network class message error solution cry answer class communication support
5227,@USAirways I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold. message solution answer fee password reservation support cry clothing web class network class
5228,"@USAirways hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow. message web error communication clothing web_site reservation bag bag support reply aid class"
5229,@USAirways did a pre schooler develop your app? The thing crashes every single time. error communication support reply aid service support booking service answer call message service
5230,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow. aid communication support service support service reply service error message customer booking answer
5231,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers ticket support message solution cry answer password reservation chat browser tag card fee"
5232,@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain web clothing bag apparel bag floor message answer bag table table telephone baggage
5233,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening web communication clothing customer support aid reply bag apparel bag floor agent service
5234,@USAirways It's very difficult to work with Baggage claims when they don't answer the phone solution answer message reservation password cry web class network class support customer chat
5235,@USAirways I lost an ID on your plane and having trouble finding a contact for your lost and found in Cleveland Hopkins Airport. Please Help web reservation clothing bag bag apparel floor table table telephone baggage baggage seat
5236,@USAirways I have better Intel than she does!  She said plane is due in at 630.  Flightaware and your own app say 645 support hang on-line lost address hang web bag bag clothing table table telephone
5237,"@USAirways should, but didn’t. support web fee message class network class customer clothing answer error solution bag"
5238,@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service. customer clothing bag bag web aid service agent reservation apparel floor table table
5239,@USAirways I’m still disappointed that it is apparently ok for a Flight Attendant who isn’t up on current policy to argue with a traveler. communication web customer error message support reply aid agent booking clothing service support
5240,@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD customer web reservation agent clothing answer seat bag apparel bag floor floor table
5241,@USAirways and yet the Flight Attendant argued with me over Exec Plat benefits... communication booking support reply aid error service support service answer call clothing web
5242,@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4 message solution answer web cry password reservation tag class network class class bag
5243,@USAirways @AmericanAir need to check candy w working flight 449 iah to phx on usairways she is the reason I always choose @Delta #rude communication error support reply aid booking message service support service answer call class
5244,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened. web message class network class error communication staff support reply aid customer clothing
5245,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable web message floor bag reservation clothing class class network class bag apparel bag
5246,"@USAirways I asked if that was SOP, and they said “It is now.” But yet the other 11 flights, nothing. Is this a policy or not? communication support aid reply service support service booking error answer call service engagement"
5247,@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with. web bag message class network class support error solution cry answer class communication
5248,.@USAirways and then you said I could move my Thursday flight for free if I CALL A NUMBER. And then you HANG UP ON ME. message communication error support reply aid solution cry answer booking class network class
5249,@USAirways why is it impossible to change / buy preferred seats via your app? web support hang on-line lost address hang clothing talk talk speak dress break
5250,@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways communication aid electronic_mail service support reply call support service service answer booking service
5251,@USAirways your airway is a joke. I have never dealt with worse service service aid support service support communication service reply class error staff class network
5252,@USAirways great. I just called your fucking phone number and she hung up on me message visit solution cry answer tag class network class password reservation chat support
5253,@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews customer web aid clothing communication bag bag support service reply support service call
5254,@USAirways PLANS CHANGED! IS THAT WHAT U CALL NOT BEIN ABLE 2 PARK ON TIME PLANES W A 2 HR LAYOVER N B ABLE 2 MAKE UR CONNECTION! #seriously communication error support aid reply booking service support service message answer call service
5255,@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help! communication support reply aid error booking service support service answer call message avail
5256,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded. communication support message web error support reply aid booking bag bag clothing class
5257,@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten avail message error class communication solution cry answer support reply aid class network
5258,"@USAirways awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH? clothing bag bag web apparel floor table table telephone baggage baggage internet bag"
5259,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day. message reply communication class network class bag answer error support aid call ticket
5260,@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues. aid service communication support support service reply service booking error web answer call
5261,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines. clothing bag bag web apparel floor table table telephone baggage baggage web_site internet
5262,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain. error communication support aid reply service support service booking answer call service engagement"
5263,@USAirways been on hold for 45 minutes. Is there a better time to call? This is getting ridiculous error communication message support reply aid bag visit web class network class service
5264,@USAirways Your exchange/credit policies are worthless and shadier than the White House. Dissatisfied to the nines right now. communication reservation support aid error reply service support service web booking answer call
5265,"@USAirways even if I was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me. clothing bag bag table table telephone baggage baggage apparel floor web internet bag"
5266,@USAirways you are supposed to be in the business of belong customers; not humiliating them customer web agent message clothing error communication bag apparel bag floor class network
5267,@USAirways this is no way to treat women.  I want someone to contact me and explain how they will make this acceptable. class message web class network support support hang on-line lost address hang customer
5268,@USAirways we had a friend there telling the gate attendant and the stewardess what was going on #notourfaultyoudontuseyourgatesright customer web agent clothing bag apparel bag floor table table telephone baggage baggage
5269,@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c support support hang on-line lost address hang answer answer message web class network
5270,@USAirways with such disrespect I cannot even begin to explain. He has an issue with women and he literally yelled at me and pulled me off class support hang on-line lost address hang web talk message class network talk
5271,@USAirways I want to speak with someone immediately. I am shaking with rage. I offered to hate check my bag and Derrick bussey treated me web bag bag clothing telephone baggage table table baggage apparel floor web_site customer
5272,@USAirways Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight aid communication support support service class reply service service booking error avail service
5273,@USAirways if you actually cared about what you did it would be one thing. Sounds like you don't like being told how lousy your service is. talk talk speak aid web call e-mail address call service communication support support
5274,@USAirways cust svc just let it slip that previous cust svc lied to me about supervisors &amp; corporate ph#. $200 to change a $130 tix? No thx. message class network class browser class solution cry answer web support hang on-line
5275,@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople web clothing message reservation bag apparel bag floor bag table table telephone baggage
5276,@USAirways I have a flight voucher/confirmation code but there is no where for me to enter it on your checkout page while Flight Booking Problems. Pls help communication support aid engagement service services reply service support service error booking message
5277,@USAirways just an FYI I'll be writing registered letters 2 your ceo and those down the line 4 the shameful treatment and reactions we got. message class web tag avail solution cry answer class network class password reservation
5278,"@USAirways customer service failure aside, one would think you guys would care about inaccurate manifests. I'm sure TSA would. customer web clothing bag bag agent aid apparel floor table table telephone baggage"
5279,@USAirways I find it funny that @PHLAirport responds but you don't. Your customer service is the worst. #wedontcarebecauseyoupaidalready customer service aid support service support communication service reply service engagement services reservation
5280,@USAirways I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short web message clothing class network class bag bag bag apparel floor error communication
5281,@USAirways our flight was rebooked with you and we want to change our seats or upgrade to 1st class. Can you help? Phones are down. communication web support aid reply error service support service booking message answer call
5282,@usairways im trying to get my dads wheelchair and no one is answering at Dulles.we have tried to call back on.multiple times web message clothing customer table table bag bag agent apparel floor desk error
5283,@USAirways US 728/Feb 21 Hour 6 on plane when US Airways representative Kim Y enters deteriorating picture. Unhelpful with no assurances. message support solution answer class network class bag reservation web staff agent cry
5284,@USAirways How can I speak to a human? Need 2 find bag delayed 2/21. Website and 800 # are telling me 2 different things! Got hung up on 2x web web_site clothing bag bag message talk talk speak apparel floor table table
5285,@USAirways I spent an hour on the phone with them and got no where at all message bag class network class support error solution cry answer class communication password
5286,"@USAirways US 728 pilot started the flight by announcing arrival into Gatwick, not Heathrow. Moments of concern for all aboard. communication booking support reply aid error service support service answer call service engagement"
5287,@USAirways US 728 stated their issues as: no one around to close said door. More strange. Now we're not hearing from pilot for long periods. web message error communication clothing support reply aid customer bag apparel bag floor
5288,@USAirways One of your workers was very rude with us. We can tell you in DM cuz it won't be any good publicity... message solution answer password reservation talk talk speak cry web class network class
5289,"@USAirways can I speak to a human with some compassion? I wrote an email to discuss my experience and received a generic ""sorry"" email back communication error electronic_mail support reply aid talk e-mail message service support booking service"
5290,@USAirways back in line at terminal because phone guy couldn't help.  One person in front of me 20 min wait again? http://t.co/HQHdAD7fvK class network class message web telephone bag bag staff clothing baggage bag class
5291,@USAirways So you understand why I'm resorting to Twitter: No help available at  gate while this occurred or by phone afterward. avail support error message class communication class network class support reply aid solution
5292,"@usairways really need help asap, so please make it quick. Thx. avail class message support hang on-line lost address hang class network class error"
5293,@USAirways well that is not going to help. I'vebeen on hold over 3 hrs &amp; my client wants his ff nbr in the record he's elite wAA message web clothing web_site bag bag apparel floor table table telephone baggage baggage
5294,@USAirways anyone there to help? Still on hold... clothing web bag apparel bag floor table table telephone baggage baggage support hang
5295,@USAirways is the absolute worst airline. 13 women were inconvenienced due to maintenance issues. Stuck all over- no care given. class class network staff message class web avail error solution bag cry answer
5296,"@USAirways flights &amp; ""customer relations"" are extremely disappointing. Faced too many problems to type. apology=$25 towards a flight. A JOKE communication error support reply aid booking service support service answer call customer message"
5297,@USAirways sitting here in PHL with all of your rude Customer Service Agents! customer service agent aid web support service clothing support communication bag apparel bag
5298,@USAirways now on hold with customer care.  Wonder if someone will pick up the phone before 5pm. customer web clothing agent bag apparel bag floor table table telephone baggage baggage
5299,@USAirways lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents. Thanks a lot Asha at DCA. web clothing aid message communication apparel support bag support service error reply class
5300,"@USAirways booked flight 1mnth ago, seat CONFIRMED, small plane arrived and was not allowed to board bcs no seat, horrible service web bag bag clothing table table telephone baggage baggage aid web_site apparel floor"
5301,"@USAirways Aye, and nothing to do with an automated system which doesn't work properly. Anyway, got through to somebody... web clothing customer bag apparel bag floor agent floor seat reservation table table"
5302,@USAirways And the number your agent gave me to call says you are not open? And the main number goes to a computer saying it is delivered? web visit web_site message clothing bag bag apparel floor customer table table telephone
5303,@USAirways any way to get your call center to answer for a OneWorld award? Whenever try system says too busy and disconnect or endless hold clothing web message support communication bag apparel bag floor support aid error solution
5304,@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail message web bag bag bag class network class clothing class support baggage customer
5305,@USAirways how long for a reply reply answer call communication support aid service support booking service service engagement services
5306,@USAirways Who intentionally buys a flight with a 10 hour layover?  And what kind of airline would charge $200 to fix it? Wow... #usairways communication support reply aid error booking message service support service answer call service
5307,@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up message web aid customer communication bag support service error support service class network
5308,@USAirways is there a # or a time bracket I can call to fix this problem?I've been attempting to fix this contact information issue for days communication error support reply aid message service support booking service answer call bag
5309,@USAirways I called the number and they said no one is available to take my call...guys this is insane message solution answer cry password reservation tag chat class network class error communication
5310,.@USAirways Can't book a flight online or over the phone. Your customer service is usually great -- anything you can do to help? aid communication service support support service reply service message booking error answer call
5311,@USAirways called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me? message solution answer support class network class bag class cry password reservation web
5312,@USAirways @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :( message communication ticket booking support reply aid error service support service answer call
5313,@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person... class message network class support hang on-line lost address hang class error communication
5314,@USAirways Your system is affected by the weather? web clothing bag apparel bag floor customer table table telephone baggage baggage answer
5315,@USAirways how do you get your aa frequent flyer number to appear in a USAir reservation?? Frustrating message solution answer cry password reservation reservation tag chat class network class error
5316,@USAirways I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates?? message communication password solution answer class network class error support reply aid booking
5317,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail reservation ticket message clothing error solution cry answer communication bag apparel bag floor
5318,@USAirways  Houston Gate 17 customer Service needs to treat people with respect. There are hardly people waiting! #chillpill #usairwaysfail aid customer communication service support support service error message reply class network class
5319,@USAirways what's going on with your website &amp; mobile app??? Help!!! web_site avail web reservation bag bag clothing table table telephone baggage baggage apparel
5320,"@USAirways That is the height of rudeness, and without question the worst customer service I have ever experienced. message aid communication service support class support service solution answer error reply service"
5321,@USAirways I NEED TO *SPEAK* TO SOMEBODY ABOUT A RESERVATION. As in talk to a human being. Yet your computer system puts the phone down on web clothing bag bag web_site apparel floor customer table table telephone baggage baggage
5322,"@USAirways I'm sure the people are working very hard, but the systems should assist with IVR prompting, offering call backs, hold wait times message communication web class network class error solution answer clothing support reply aid"
5323,"@USAirways is struggling. had me on hold for 25 minutes, kicked me back to the start, then said they couldnt handle the amount of calls message web solution answer class network class answer bag cry error communication password"
5324,@USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week. error communication message class network class bag support reply aid staff service support
5325,"@USAirways I cant make it to airport, roads are to bad in DFW and no one is answering the phones and the website is down?How do I reschedule web web_site message seat clothing bag bag answer reservation apparel floor class network"
5326,@USAirways website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there communication support aid booking reply service support service error service engagement services answer
5327,@USAirways congrats on treating your customers the worst way possible. I know plenty of other ppl who have had horrible experience w you too error support message communication class network class support reply aid class customer service
5328,@USAirways @acnewsguy can you give me a # for US Air in philly to talk to a real person? Acarl4@hotmail.com class message cry network class chat solution answer password reservation staff support error
5329,@USAirways I would appreciate a call regarding a HORRIBLE experience I had with a gate agent. Was on hold for 39 min and then hung on me. message error web communication solution answer clothing support reservation class network class bag
5330,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher? customer web clothing aid bag bag telephone baggage service communication apparel floor support"
5331,"@USAirways @AmericanAir call the number listed? sure! by next Friday, I should get a real live person on the line http://t.co/8TJUuM22dD message class solution answer network class cry password reservation tag chat class bag"
5332,@USAirways @AmericanAir ok the app doesn't seem to be working. just use the mobile site... http://t.co/4kLfywwMq1 web_site message web solution answer bag bag clothing password reservation table table telephone
5333,"@USAirways Wife and I flew to Italy recently. Bought tickets via Finnair, flights operated by USAir. Didn't get dividend miles credited. message web communication error class network class support support reply aid bag reservation"
5334,@USAirways @AmericanAir 28 hours Late Flightr still no email. work supervisor needs documentation to approve last minute vacation day request message browser bag communication solution cry answer error class network class support reply
5335,@USAirways @AmericanAir 3 hours on hold got rebooked on a new flight yesterday. I asked for a new itinerary/confirmation email to be sent communication support aid electronic_mail reply service support service booking error answer call service
5336,@USAirways your phone system is not working at all I have been bumped again so now I am at 3 times I need to get out of mco message web support hang on-line lost address hang class network class bag error
5337,"@USAirways @AmericanAir at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?"" clothing bag bag apparel floor table table telephone baggage baggage web internet bag"
5338,@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use! visit message bag web support hang on-line lost address hang class network class
5339,@USAirways getting extremely frustrated w/ the phone/online service for merging frequent flyer miles. message aid service communication support support service solution answer error reply service class
5340,@USAirways already spent 60 mins today handling this for my minor child. Shame on you for treating a 15 year old girl like this. bag message web class network class customer class agent error solution cry answer
5341,"@USAirways i have never been treated so poorly by an airline in my life, as a military family we do alot of flying.. staff class network class message bag error solution cry answer class communication support"
5342,@USAirways @AmericanAir - Burned a lot of time and cell minutes working through this flight issue - hopefully we fly home in the morning. telephone web baggage bag bag clothing error communication table table baggage message apparel
5343,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date web clothing bag bag message apparel floor table table telephone baggage baggage communication
5344,@USAirways I've been on hold for 30 minutes and counting. #unacceptable clothing web bag bag apparel bag floor message table table telephone baggage baggage
5345,"@USAirways Will tweet all day until I get 
a live cust rep. I will make sure the world knows you don't care about your customers health. web customer message clothing class bag apparel bag floor class network class bag"
5346,@USAirways @AmericanAir on hold for 8 hours yesterday w/o speaking to an agent on hold again w/ 2 phones ~30 mins let the bashing begin... web message customer bag clothing class network class agent class bag apparel bag
5347,@USAirways Thank you. The website crashing for me. call table service call answer support support shout answer floor bag service table
5348,@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg customer web agent clothing bag apparel bag floor message table table telephone baggage
5349,@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply. reply communication message answer support error support aid call fee web class network
5350,@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail web clothing error customer bag apparel bag floor agent talk talk speak table
5351,@USAirways hello??? Anyone there? solution answer password reservation message cry chat ticket tag card class network browser
5352,@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed web support hang on-line lost address hang message communication clothing bag bag telephone
5353,@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!! web baggage bag bag clothing bag apparel floor table table telephone baggage customer
5354,"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help error communication avail support reply aid web message booking class service support service"
5355,@USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else web web_site clothing bag bag apparel floor table table telephone baggage baggage customer
5356,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise web message customer class class network class clothing answer error communication agent avail"
5357,"@USAirways. wow, awful customer service. service aid customer support service support communication service reply service engagement services reservation"
5358,@USAirways How many agents do you have working to handle the thousands of calls? message solution answer web password reservation cry bag class network class chat support
5359,@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!? communication error support reply aid message reservation bag service support booking service answer
5360,"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again. communication aid support error reply support service service service booking answer call service"
5361,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature. aid communication support message support service error reply service service solution answer booking
5362,@USAirways cannot add my frequent flyer number on your website.  Can you help? message solution answer password reservation web_site cry tag chat web class network class
5363,@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems? communication support aid engagement reply error service services service support service booking answer
